PWS ID,PWS Name,Primacy Agency,Population Served,Violation Type,Compliance Period Begin Date,Compliance Status
NY4100050,TROY CITY PWS,New York,"49,170",Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
NY4130346,SCHODACK CEO,New York,91,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY4404394,OGDENSBURG CITY,New York,"11,128",Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Returned to Compliance
NY4404395,PARISHVILLE WATER DISTRICT #1,New York,450,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY4410154,BOYDEN BROOK MOBIL HOME COMMUNITY,New York,25,Follow-up Or Routine LCR Tap M/R,01-JUL-2013,Returned to Compliance
NY4410705,WHITE BIRCH MOBILE HOME,New York,44,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY4411889,ST. LAWRENCE SEAWAY - MAINTENANCE,New York,65,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY4417687,SOUTHWEST TECH,New York,272,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY4430008,RENSSELAER FALLS ICF,New York,32,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY4430182,SANDSTONE PLAZA,New York,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY4430194,ATLANTIC TESTING LABORATORIES LTD,New York,34,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY4500167,ROUND LAKE VILLAGE (CPWA),New York,650,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY4500170,SOUTH GLENS FALLS VILLAGE,New York,"3,700",Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY4500177,MOREAU WD #2 (QUEENSBURY),New York,"6,600",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY4500177,MOREAU WD #2 (QUEENSBURY),New York,"6,600",Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY4501785,MALTA GARDENS APTS & MHP,New York,950,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY4501798,REGENCY ESTATES,New York,33,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY4501798,REGENCY ESTATES,New York,33,Follow-up Or Routine LCR Tap M/R,01-JUL-2010,Returned to Compliance
NY4501821,GLOWEGEE MOBILE ESTATES,New York,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
NY4505644,PARKWOOD VILLAGE APARTMENTS,New York,400,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
NY4505644,PARKWOOD VILLAGE APARTMENTS,New York,400,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
NY4510771,CREEK & PINES MOBILE HOME PARK,New York,450,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY4510771,CREEK & PINES MOBILE HOME PARK,New York,450,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY4510772,L & L BARNES TRAILER COURT,New York,40,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
NY4517170,PARK PLACE MHP,New York,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY4522520,SARATOGA BRIDGES/ALPHA INDUSTRIES,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
NY4522605,SARATOGA HILLS PARK (STILLWATER),New York,800,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY4530065,COTTRELL PAPER COMPANY,New York,37,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Open
NY4530249,TRANS BORDER FREIGHT SYSTEMS,New York,26,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
NY4530252,MALTA AVE PROFESSIONAL OFFICE,New York,50,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Returned to Compliance
NY4600041,DUANESBURG AREA COMMUNITY DAYCARE,New York,50,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY4617191,DUANESBURG ELEM SCHOOL,New York,500,Initial Tap Sampling for Pb and Cu,01-OCT-2011,Returned to Compliance
NY4630040,WHISPERING PINES DAYCARE,New York,25,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Open
NY4700099,SHARON SPRINGS VILLAGE,New York,558,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY4700099,SHARON SPRINGS VILLAGE,New York,558,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY4700099,SHARON SPRINGS VILLAGE,New York,558,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY4701520,HILLSIDE,New York,35,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY4701522,BROOKSIDE ESTATES  MHP,New York,30,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY4717153,TROUT HAVEN LAKE ASSOCIATION,New York,45,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
NY4800728,HAVENS MOBILE HOME PARK,New York,28,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY4942010,WESTBROOK MENNONITE SCHOOL,New York,25,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Open
NY5000660,SORBERS TRAILER COURT,New York,40,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY5000730,BUTLER COURT,New York,38,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY5000733,CAMERON VALLEY ESTATES,New York,78,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY5000735,CHAMBERLAINS PARK,New York,68,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY5001218,RIVERSIDE VILLAGE,New York,492,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY5019252,7-ELEVEN #35102(BATH),New York,125,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY5030004,"HP HOOD, LLC / CROWLEY FOODS",New York,130,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY5103281,SALTAIRE WATER DISTRICT,New York,"2,000",Follow-up Or Routine LCR Tap M/R,01-JUN-2015,Open
NY5110607,WEST GILGO BEACH ASSOCIATION,New York,300,Initial Tap Sampling for Pb and Cu,01-JUN-2011,Returned to Compliance
NY5112134,CALVERTON HILLS OWNERS ASSN,New York,897,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Open
NY5114323,MAIDSTONE PARK COTTAGES,New York,34,Initial Tap Sampling for Pb and Cu,24-JUN-2011,Open
NY5201341,BROOKSIDE MOBILE HOME PARK,New York,36,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5201350,NEW TWIN LAKES VILLAGE,New York,900,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY5202958,ELDRED CENTRAL SCHOOL,New York,375,Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Returned to Compliance
NY5202958,ELDRED CENTRAL SCHOOL,New York,375,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY5205653,MELODY LAKE ACRES,New York,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5210302,DAVOS/RIVERSIDE INC WS,New York,200,Follow-up Or Routine LCR Tap M/R,11-JAN-2016,Returned to Compliance
NY5210302,DAVOS/RIVERSIDE INC WS,New York,200,Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Returned to Compliance
NY5214753,DISANTO MOBILE HOME PARK,New York,50,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY5214753,DISANTO MOBILE HOME PARK,New York,50,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY5221394,GREENTREE WATER COMPANY,New York,184,Follow-up Or Routine LCR Tap M/R,11-JAN-2010,Returned to Compliance
NY5225004,SDTC-THE CENTER FOR DISCOVERY,New York,600,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY5225004,SDTC-THE CENTER FOR DISCOVERY,New York,600,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY5225004,SDTC-THE CENTER FOR DISCOVERY,New York,600,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY5230002,YESHIVATH VIZNITZ,New York,280,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5230003,SACKETT LAKE ESTATES,New York,80,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5230009,HUDSON VALLEY FOIE GRAS-BETHEL,New York,42,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY5230009,HUDSON VALLEY FOIE GRAS-BETHEL,New York,42,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY5230096,"NANA'S HOUSE CHILD CARE CENTER, INC.",New York,100,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5230115,BETHEL SENIOR CITIZEN HOUSING,New York,40,Follow-up Or Routine LCR Tap M/R,11-JAN-2010,Returned to Compliance
NY5230135,SULLIVAN WEST LAKE HUNTINGTON,New York,495,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY5230185,DELAWARE VALLEY JOB CORPS.,New York,495,Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Returned to Compliance
NY5230185,DELAWARE VALLEY JOB CORPS.,New York,495,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
NY5300245,NICHOLS TOWN (BEST BUY),New York,400,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
NY5404422,WEST DANBY WD,New York,265,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5417686,CORNELL UNIVERSITY,New York,"31,581",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY5501273,OLD HOMESTEAD TRAILER PARK,New York,60,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY5501282,RIVER EDGE MHP,New York,117,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY5501373,SUNSET WOODS,New York,138,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY5502499,ONTEORA HIGH SCHOOL,New York,"1,250",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY5503374,KINGSTON (CITY) WATER DISTRICT,New York,"24,000",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY5503380,PHOENICIA WATER DISTRICT,New York,992,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5503381,PINE HILL WATER COMPANY,New York,477,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5503382,PORT EWEN WATER DISTRICT,New York,"4,800",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY5503385,TILLSON ESTATES COMM. ASSOC.,New York,450,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5503396,ROSENDALE PLAINS HOMEOWNERS,New York,140,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY5503413,BLUESTONE PARK WATER DISTRICT,New York,80,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5505615,CHARLES RIVER,New York,110,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY5507116,HUDSON VALLEY RESORT,New York,960,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY5507211,EMERSON INN & SPA,New York,70,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY5507211,EMERSON INN & SPA,New York,70,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY5507211,EMERSON INN & SPA,New York,70,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY5507211,EMERSON INN & SPA,New York,70,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5518034,HUDSON VALLEY APARTMENTS,New York,96,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5521386,WOODLAND COUNTRY APARTMENTS,New York,85,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5530013,HIGH MEADOWS SCHOOL,New York,90,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5530032,WAWARSING CHRISTIAN ACADEMY,New York,140,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY5530217,WOODSTOCK DAY SCHOOL,New York,390,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY5530217,WOODSTOCK DAY SCHOOL,New York,390,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
NY5530217,WOODSTOCK DAY SCHOOL,New York,390,Follow-up Or Routine LCR Tap M/R,01-JUL-2012,Returned to Compliance
NY5530217,WOODSTOCK DAY SCHOOL,New York,390,Follow-up Or Routine LCR Tap M/R,01-JUL-2010,Returned to Compliance
NY5530224,MORANS REST HOME,New York,27,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY5530224,MORANS REST HOME,New York,27,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5530232,NAPANOCH WATER DISTRICT,New York,400,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY5530232,NAPANOCH WATER DISTRICT,New York,400,Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Returned to Compliance
NY5530245,HUDSON VALLEY SUDBURY SCHOOL,New York,110,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5530250,HIGH FALLS WATER DISTRICT,New York,426,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5530280,GOLDEN HILL WATER DISTRICT,New York,"1,600",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY5530293,LOWES HOME IMPROVEMENT CENTER,New York,35,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY5530293,LOWES HOME IMPROVEMENT CENTER,New York,35,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5530307,KINGS HIGHWAY WATER DISTRICT,New York,145,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY5530316,DBTL REALTY CORP.,New York,75,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY5530317,ABCD AT NEW PALTZ,New York,60,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY5530331,YESHIVA OF OCEAN,New York,60,Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Returned to Compliance
NY5601499,K & J ADIRONDACK PROPERTIES LLC,New York,27,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY5605392,CANNON POINT CONDOMINIUMS,New York,275,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY5615205,WORD OF LIFE BIBLE INSTITUTE/RANCH,New York,510,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY5615221,SILVER BAY ASSOCIATION,New York,980,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
NY5615221,SILVER BAY ASSOCIATION,New York,980,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY5618220,ARCADY BAY ESTATES,New York,350,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Returned to Compliance
NY5621848,TOP OF THE WORLD,New York,132,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY5621911,GREEN HARBOUR DEVELOPMENT,New York,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY5621911,GREEN HARBOUR DEVELOPMENT,New York,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY5630037,EVERGREEN HOMEOWNERS ASSOC.,New York,56,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Returned to Compliance
NY5630037,EVERGREEN HOMEOWNERS ASSOC.,New York,56,Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Returned to Compliance
NY5630115,CREATIVE STAGE LIGHTING CO. INC.,New York,35,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY5700116,ARGYLE VILLAGE,New York,495,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY5700122,GREENWICH VILLAGE,New York,"1,777",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY5701546,MOUNTAIN VIEW MOBILE ESTATES - KINGSBURY,New York,118,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY5702564,GRANVILLE - MARY J. TANNER ELEMENTARY,New York,350,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY5710494,WASHINGTON CENTER,New York,160,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY5716312,PUTNAM CENTRAL SCHOOL,New York,60,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5722961,HOLLINGSWORTH & VOSE - EASTON,New York,85,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY5730090,HANNAFORD GREENWICH,New York,35,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY5730099,WASHINGTON COUNTY HEADSTART-CAMBRIDGE,New York,31,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY5730129,CARMODY PLAZA,New York,40,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
NY5730129,CARMODY PLAZA,New York,40,Follow-up Or Routine LCR Tap M/R,01-JUL-2013,Open
NY5903150,YESHIVA FARM SETTLEMENT,New York,175,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
NY5903150,YESHIVA FARM SETTLEMENT,New York,175,Follow-up Or Routine LCR Tap M/R,01-JUN-2010,Returned to Compliance
NY5903425,CROTON-ON-HUDSON VILLAGE,New York,"8,000",Follow-up Or Routine LCR Tap M/R,01-JUL-2013,Returned to Compliance
NY5903461,TARRYTOWN WATER SUPPLY,New York,"11,000",Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
NY5903467,PIETSCHS GARDENS,New York,337,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5903475,TWIN LAKES WATER WORKS CORP.,New York,366,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY5906674,UNITED METHODIST CHURCH,New York,25,Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Returned to Compliance
NY5907676,MEADOW POND ELEMENTARY SCHOOL,New York,405,Follow-up Or Routine LCR Tap M/R,01-JUL-2010,Returned to Compliance
NY5907676,MEADOW POND ELEMENTARY SCHOOL,New York,405,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5907700,JOHN JAY SENIOR HIGH SCHOOL,New York,"1,425",Follow-up Or Routine LCR Tap M/R,01-JUL-2010,Returned to Compliance
NY5907701,JOHN JAY MIDDLE SCHOOL,New York,"1,030",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY5907702,LEWISBORO ELEMENTARY SCHOOL,New York,475,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
NY5907702,LEWISBORO ELEMENTARY SCHOOL,New York,475,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5910508,JENNIE CLARKSON HOME,New York,96,Follow-up Or Routine LCR Tap M/R,01-JUL-2012,Returned to Compliance
NY5910508,JENNIE CLARKSON HOME,New York,96,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY5917329,SALEM GOLF CLUB,New York,150,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Open
NY5917426,BARNWELL BUILDING,New York,25,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5918395,OAKRIDGE WATER DISTRICT,New York,892,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY5918395,OAKRIDGE WATER DISTRICT,New York,892,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5918809,QUADE BLDG/ DINARDO REST.,New York,50,Follow-up Or Routine LCR Tap M/R,01-JUL-2013,Returned to Compliance
NY5920064,HUNT FARM WATER COMPANY,New York,156,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY5920450,YESHIVA KEHILETH YAKOV,New York,150,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
NY5922908,CALE FARMS WATER WORKS,New York,212,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY5922945,4 NEW KING STREET,New York,101,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY5930006,NORTHERN WESTCHESTER 103-105,New York,50,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY5930006,NORTHERN WESTCHESTER 103-105,New York,50,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY5930013,MICHELLE ESTATES,New York,340,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
NY5930025,28 KAYSAL COURT OFFICE BLDG.,New York,50,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Open
NY5930070,GLEN ARBOR GOLF CLUB,New York,101,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY5930094,BAILEY COURT,New York,40,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Open
NY5930094,BAILEY COURT,New York,40,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Open
NY5930102,BEDFORD PROFESSIONAL BUILDING,New York,40,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY6118506,FREEDOM VILLAGE U.S.A.,New York,160,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY6130010,BENTON WD #1,New York,320,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY6130011,BENTON WD #3,New York,332,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
OH0200712,INDIAN VILLAGE MOBILE HOME PARK,Ohio,480,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
OH0200712,INDIAN VILLAGE MOBILE HOME PARK,Ohio,480,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
OH0251912,ELIDA MENNONITE SCHOOL,Ohio,66,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
OH0301112,TRI-STATE YOUTH ACADEMY,Ohio,145,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
OH0400212,ANDOVER-CAMPLANDS WATER,Ohio,"6,000",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
OH0400512,DFC MOBILE HOME PARK,Ohio,85,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
OH0700114,BELLAIRE PUBLIC WATER SYSTEM,Ohio,"4,278",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
OH0902912,CROUSE MOBILE HOME PARK,Ohio,267,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
OH1100112,CHRISTIANSBURG VILLAGE PWS,Ohio,526,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
OH1100312,SPRING MEADOWS CARE CENTER,Ohio,41,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
OH1201412,COUNTRY HAVEN MHP PWS,Ohio,234,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
OH1204312,"SOUTH VIENNA, VILLAGE OF",Ohio,565,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
OH1231712,GREENON HIGH SCHOOL,Ohio,950,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
OH1503512,BREEZEWAY MOBILE MANOR,Ohio,46,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
OH1503512,BREEZEWAY MOBILE MANOR,Ohio,46,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
